CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
07.349-4,073494,1865-12-15,SANTO ANTONIO,50010010,Edf. São Francisco,1° SERVIÇO DE REGISTRO DE IMÓVEIS DO RECIFE,,atendimento@1rgirecife.com.br,RUA SIQUEIRA CAMPOS N° 160/102,,RECIFE,1,0,PE,11690641000131,2147483647,7359,Registro de Imóveis,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132241710,,MIRIAM DE HOLANDA VASCONCELOS
07.351-0,073510,1854-05-03,BOA VISTA,50070160,,1º OFÍCIO DE NOTAS DO RECIFE,,contato@cartorioandradelima.com.br,"AV. GOV. AGAMENON MAGALHÃES, 4407-A",,RECIFE,1,0,PE,10440889000181,8131317031,7369,Notas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8131317000,,FILIPE ANDRADE LIMA SÁ DE MELO
07.370-0,073700,1981-06-16,Tamarineira,52051060,,3º Ofício de Registro de Imóveis da Comarca do Recife,,vgusmaojr@uol.com.br,"Rua José Carvalheira, 97",,RECIFE,1,0,PE,10352731000150,0,7429,Registro de Imóveis,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132047686,8191200864,VALDECY JOSé GUSMãO DA SILVA JUNIOR
07.656-2,076562,1890-11-25,RECIFE ANTIGO,50030000,Térreo,Cartório Primeiro Distrito da Capital,PRIMEIRO,roseanaporto@hotmail.com,"Av. Marquês de Olinda, 296",Sede,RECIFE,1,0,PE,04133290000100,,7513,Notas -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas -> Registro de Imóveis,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132248865,8130373240,ROSEANA ANDRADE PORTO
07.767-7,077677,1969-11-03,BOA VISTA,50060090,,SERVIÇO REGISTRAL DE PROTESTOS 2º OFÍCIO-RECIFE-PE,RECIFE,PROTESTORECIFE@PROTESTORECIFE.COM.BR,"RUA GERVASIO PIRES, 233",,RECIFE,1,0,PE,08962334000158,8134211205,7538,Protesto de Títulos,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8130922737,8130922723,ISA MARIA DE CARVALHO ARAÚJO
07.420-3,074203,1969-11-01,Campo Grande,52030000,,Cartorio de Registro Civil da 7ª Zona Judiciária,Encruzilhada,cartoriodaencruzilhada@hotmail.com,"Estrada de Belém, 108",,RECIFE,1,0,PE,04745076000105,2147483647,7575,Registro Civil das Pessoas Naturais,Recife,1595,PROVIDO,Pernambuco,13,PE,8132428877,,ROMERO LONGMAN
07.369-2,073692,1899-01-01,Graças,50010060,,3 tabelionato de notas,,terceirocartorio@hotmail.com,Avenida Conselheiro Rosa e Silva nº 212,,RECIFE,1,0,PE,11691029000183,8132245406,7780,Notas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132245406,,JUNIA GOMES FLORA
07.624-0,076240,1977-08-03,Iputinga,50670000,,Cartório do Registro Civil e Tabelionato 14º Distrito Judiciário,14º Distrito Judiciário - (Várzea),crcvarzea@gmail.com,"Avenida Caxangá, n.º 3489",,RECIFE,1,0,PE,02905955000113,,7868,Registro Civil das Pessoas Naturais -> Notas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8134532251,8130310219,MARIA DA GLóRIA VASCONCELOS
07.400-5,074005,1961-06-12,SANTO ANTONIO,50010010,,CARTORIO DE NOTAS DO 5º OFICIO DA CAPITAL,RECIFE,manuel@cartorio5oficionotasrecife.com.br,"RUA SIQUEIRA CAMPOS, Nº 100",RECIFE,RECIFE,1,0,PE,11434198000138,8134241010,8171,Notas,Recife,1595,VAGO,Pernambuco,13,PE,8130356900,8130356901,ARNALDO BARBOSA MACIEL
07.378-3,073783,1957-09-03,Pina,51110131,,8º Tabelionato de Notas do Recife - Tabelionato Figueiredo,,ivanildo@tabelionatofigueiredo.com.br,"Av. Herculano Bandeira, nº 563",,RECIFE,1,0,PE,11690427000185,8130730810,10728,Notas,Recife,1595,PROVIDO,Pernambuco,13,PE,8130730800,8134678000,IVANILDO DE FIGUEIREDO ANDRADE DE OLIVEIRA FILHO
07.771-9,077719,1946-08-17,SANTO ANTONIO,50010240,,SÉTIMO TABELIONATO DE NOTAS DO RECIFE,,cartorio@cartfabiolourenco.com.br,"RUA DO IMPERADOR DOM PEDRO II, Nº 362",,RECIFE,1,1,PE,11690880000191,8134247029,11517,Notas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132243000,8134247929,FÁBIO LOURENÇO DE LIMA
07.479-9,074799,1938-08-17,PINA,51011051,,CARTORIO DO 11º DISTRITO,11,11RCPNRECIFE@GMAIL.COM,"AV. ENG. DOMINGOS FERREIRA, 183",,RECIFE,1,0,PE,03041929000157,2147483647,11615,Notas -> Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8133260049,,MARIA APARECIDA LAURIA ARAUJO SOARES
07.499-7,074997,1888-10-15,Espinheiro,52021180,,Cartório do 6º Distrito Judiciário,Graça- 6º,6cartorioregcivilrecife.cleide@gmail.com,Av. João de Barros nº 1664 Lojas 01/02,,RECIFE,1,0,PE,01034126000140,,11616,Notas -> Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132423543,,CLEIDE AMELIA GOUVEIA VANDERLEI
07.724-8,077248,1946-05-28,SANTO ANTÔNIO,50010310,loja 01,RECIFE CARTORIO DO 6º OFICIO DE NOTAS,,cartorioroma@uol.com.br,RUA ENGENHEIRO UBALDO GOMES DE MATOS 53,,RECIFE,1,0,PE,11573672000102,2147483647,11628,Notas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8134249292,,CARLOS ALBERTO RIBEIRO ROMA
07.346-0,073460,1904-01-01,SANTO ANTONIO,50010360,,1 REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DE PESSOAS JURIDICAS DA COMARCA DO RECIFE,,atendimento@1rtdrecife.com.br,"AV DANTAS BARRETO, 160 - LOJA 04",,RECIFE,1,0,PE,11691300000180,,11648,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132244026,8132245689,MABEL DE HOLLANDA CALDAS
07.376-7,073767,2000-06-12,Santo Antônio,50010300,,4º Tabelionato de Notas da Capital,Santo Antônio,quartoof@terra.com.br,"Rua Diário de Pernambuco, nº 90",,RECIFE,1,0,PE,11573680000159,8134245004,11688,Notas,Recife,1595,PROVIDO,Pernambuco,13,PE,8130488500,8199750248,JOSAPHAT VIEIRA DE ALBUQUERQUE
07.407-0,074070,1970-01-01,SANTO ANTONIO,50010010,lojas 02 - 03,CARTORIO DE PROTESTO DO 1º OFICIO,,financeiro@primeiroprotestorecife.com.br,"RUA SIQUEIRA CAMPOS, 160",,RECIFE,1,0,PE,09055344000172,2147483647,12042,Protesto de Títulos,Recife,1595,VAGO,Pernambuco,13,PE,8121236868,,ROBERTO DORNELAS CÂMARA PAES
07.497-1,074971,1989-01-01,SÃO JOSÉ,50020050,,CARTORIO DO 3º DISTRITO JUDICIÁRIO,SÃO JOSÉ,3cartregcivilrecife.rosana@gmail.com,"RUA DA CONCÓRDIA, Nº. 782",3º,RECIFE,1,0,PE,07071778000130,,12157,Registro Civil das Pessoas Naturais,Recife,1595,VAGO,Pernambuco,13,PE,8132245315,,ROSANA PECORELLI PIMENTEL MAGALHÃES BASTOS
07.510-1,075101,1888-10-15,Boa Vista,50060130,,Cartorio do Reg Civil da Capital 4o Dist Boa Vista,Boa Vista,4crcboavista.recife.pe@bol.com.br,Rua da Conceição nº 200 Lj.03,,RECIFE,1,0,PE,10800069000153,,12506,Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132220796,8134238407,MARIA DE LOURDES GONçALVES BUONAFINA
07.434-4,074344,1942-07-14,SANTO AMARO,50100250,,CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 5º DISTRITO JUDICIÁRIO,SANTO AMARO,cartoriosantoamaro@hotmail.com,RUA TUPINAMBÁS - Nº 789,SANTO AMARO,RECIFE,1,0,PE,03309947000177,,12589,Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132231126,,TEREZINHA DE JESUS LÔBO NOBRE
07.389-0,073890,1942-07-18,CASA AMARELA,52070360,CASA,CARTÓRIO 13º DISTRITO JUDICIÁRIO,CASA AMARELA,cartorio13_casaamarela@hotmail.com,RUA SENADOR SOARES MEIRELES  111,,RECIFE,1,0,PE,02476286000101,2147483647,12849,Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8133044722,,MARIA DA CONCEIÇÃO DA COSTA LIMA
07.601-8,076018,1888-01-14,Santo Antonio,50010360,Edf. São Francisco,Cartorio do Registro Civil de Santo Antonio,Santo Antonio,cartoriosantoantoniorecife@hotmail.com,Av. Dantas Barreto n° 160 - 2° andar / sl 216,,RECIFE,1,0,PE,05207278000158,,12859,Notas -> Registro Civil das Pessoas Naturais,Recife,1595,VAGO,Pernambuco,13,PE,8132243995,,MARCOS ISRAEL DE OLIVEIRA E SILVA
07.427-8,074278,1942-07-01,Madalena,50720000,,Cartório de Registro Civil das Pessoas Naturais,9º DISTRITO,cartoriodamadalena@hotmail.com,"Rua Carlos Gomes , 112",,RECIFE,0,1,PE,35618560000199,2147483647,12867,Registro Civil das Pessoas Naturais,Recife,1595,VAGO,Pernambuco,13,PE,,,CYANE PACHECO DE ALBUQUERQUE
07.347-8,073478,1890-12-12,Tejipió,50930010,,10º Distrito Judiciário,Tejipió,cartoriodetejipio@hotmail.com,"Rua Falcão de Lacerda, 328",,RECIFE,1,0,PE,10570530000129,,12956,Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8132515130,8188159307,ROMILDO PACHECO DA SILVEIRA
07.436-9,074369,1988-10-15,Casa Forte,52061420,,Cartório de Registro Civil de 12 distrito Judiciário da Capital,12ª Distrito - Poço da Panela,cartoriopocodapanela@gmail.com,"Praça da Casa Forte, 306",,RECIFE,1,1,PE,10667378000105,8134410297,12980,Registro Civil das Pessoas Naturais,Recife,1595,CONVERSÃO EM DILIGÊNCIA,Pernambuco,13,PE,8134410297,,RUTE COSTA REGO LIMA
13.543-4,135434,1942-07-01,Madalena,50710100,,Cartório do Registro Civil das Pessoas Naturais do 9º Distrito Judiciário da Capital,9º DISTRITO JUDICIÁRIO,cartoriodamadalenarecifepe@hotmail.com,"Rua Real da Torre, nº. 889",Dário Câmara Negromonte,RECIFE,1,0,PE,10936529000175,8132285887,13669,Registro Civil das Pessoas Naturais -> Notas,Recife,1595,VAGO,Pernambuco,13,PE,8132285887,,KARLA CAVALCANTI BELTRãO DE ANDRADE
14.898-1,148981,2000-01-01,Santo Antônio,50010919,,1º Arquivo Público do Acervo de Casamento,,gjqueiroz@yahoo.com.br,Av. Dantas Barreto 191 sala 307/309,,RECIFE,0,1,PE,11431327000134,,15022,Registro Civil das Pessoas Naturais,Recife,1595,SEM DECISÃO ORIGINAL,Pernambuco,13,PE,8134241109,,GEORGE JUSTINO DE QUEIROZ
14.899-9,148999,2000-01-01,Santo Antônio,50010919,Edf Santo Antônio,2º Arquivo de Acervo Público de Casamento,,andraderba@hotmail.com,Av Dantas Barreto 191 sala 301 3º andar,,RECIFE,0,1,PE,11431327000134,2147483647,15023,,Recife,1595,SEM DECISÃO ORIGINAL,Pernambuco,13,PE,8134241115,,Roberta Bezerra de Andrade
14.900-5,149005,2010-01-27,Santo Antonio,53010919,,3º e 4º Arquivos de Acervo Público de Casamento,,zeciceros@gmail.com,Av DAntas Barreto 191 sala 315,,RECIFE,0,1,PE,11431327000134,,15024,,Recife,1595,SEM DECISÃO ORIGINAL,Pernambuco,13,PE,8134356783,,
00.194-1,001941,1981-02-25,CENTRO,57020140,,ALAGOAS CARTORIO 1 OFICIO DE PROTESTOS E NOTAS,,mpmlfarias@hotmail.com,"RUA DR. LUIS PONTES DE MIRANDA, Nº 42",,MACEIO,1,0,AL,12517231000156,2147483647,5289,Protesto de Títulos -> Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8232215000,,CELSO SARMENTO PONTES DE MIRANDA
00.294-9,002949,1889-02-01,Poço,57025000,,Cartório do Registro Civil e Notas 2º Distrito,Poço,cartorio2dis.adm@hotmail.com,"Av. Comendador Leão, 788",,MACEIO,1,0,AL,09205323000196,,5370,Notas -> Registro Civil das Pessoas Naturais,Maceió,1695,PROVIDO,Alagoas,14,AL,8233275269,,MARIA LUCIA SAMPAIO FALCãO
00.200-6,002006,1875-03-13,CENTRO,57070220,,ALAGOAS CARTORIO DO 3º OFICIO DE NOTAS,MACEIO,cartorio3oficio@ig.com.br,"RUA JOAO PESSOA, Nº 225",,MACEIO,1,0,AL,12517223000100,2147483647,6059,Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8232232474,,CLAUDINETE MARIA DE LIMA
00.182-6,001826,1977-03-17,CENTRO,57020190,,2 CARTORIO DE PROTESTO DE TITULOS E LETRAS,,cartoriobreda@uol.com.br,RUA OLIVEIRA E SILVA 138,,MACEIO,1,0,AL,08346089000154,2147483647,6060,Protesto de Títulos,Maceió,1695,PROVIDO,Alagoas,14,AL,8232212263,,CARLOS GONZAGA BRÊDA
00.199-0,001990,2032-02-06,Centro,57020050,,Alagoas Cartório do 2º Oficio de Notas,,saletetabelionato@hotmail.com,Rua Dr.Cincinato Pinto nº 30,,MACEIO,1,0,AL,12517199000109,,6108,Notas,Maceió,1695,VAGO,Alagoas,14,AL,8232216113,8230214497,MÁRCIA DENISE DE ARAUJO PROTÁSIO LOPES
00.191-7,001917,1983-01-01,CENTRO,57020200,,4º OFÍCIO DE NOTAS E REGISTRO DE  TÍTULOS E DOCUMENTOS E DE PESSOAS JURÍDICAS DE MACEIÓ - AL,MACEIÓ,quartooficiodenotas@hotmail.com,"BECO SÃO JOSÉ, 101",,MACEIO,1,0,AL,12517256000150,8232211725,6119,Notas -> Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Maceió,1695,VAGO,Alagoas,14,AL,8232211725,,LUIZ PAES FONSECA DE MACHADO
00.343-4,003434,1928-04-30,CENTRO,57020070,,QUINTO SERVIÇO DE NOTAS,,quintocartorio@ig.com.br,"RUA JOAO PESSOA, N.º 113",,MACEIO,1,0,AL,12517215000163,8233361145,6142,Notas,Maceió,1695,VAGO,Alagoas,14,AL,8232233031,8233361145,RAFAEL DE OLIVEIRA CERQUEIRA
00.192-5,001925,1971-10-11,Levada,57017020,,ALAGOAS 2º CARTÓRIO DO REGISTRO GERAL DE IMÓVEIS E HIPOTECAS,,www.segundocartorio.imoveismcz@hotmail.com,"Rua 16 de Setembro, 94",,MACEIO,1,0,AL,12517348000130,8232212052,6248,Registro de Imóveis,Maceió,1695,VAGO,Alagoas,14,AL,8232212052,8232234228,CLAUDIO PEREIRA DE ANDRADE
00.179-2,001792,1992-06-09,CENTRO,57020370,,2 CARTORIO DE TITULOS E DOCUMENTOS,,rainey@2rtd-al.com.br,"RUA CEL VIEIRA PEIXOTO, 17",,MACEIO,1,0,AL,69978104000171,,6249,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Maceió,1695,PROVIDO,Alagoas,14,AL,8233263377,8233261212,RAINEY BARBOSA ALVES MARINHO
00.189-1,001891,1989-09-27,Centro,57020150,,3 Registro de Imóveis e  Distribuição de Títulos para Protesto de Maceio,,stda@uol.com.br,"Dr.Luiz Pontes de Miranda, 36 - Loja 01 , Térreo - Ed. Delmi",,MACEIO,1,0,AL,35562305000171,,6262,Registro de Imóveis -> Registro de Distribuição,Maceió,1695,PROVIDO,Alagoas,14,AL,8232235252,,SERGIO TOLEDO DE ALBUQUERQUE
00.173-5,001735,1865-07-26,CENTRO,57020150,,1º CARTORIO DE REGISTRO DE IMOVEIS E HIPOTECAS DE MACEIÓ,,1regmac@gmail.com,"PRAÇA DOS PALMARES, Nº 36, 6º ANDAR",,MACEIO,1,0,AL,12517173000160,2147483647,6268,Registro de Imóveis,Maceió,1695,PROVIDO,Alagoas,14,AL,8232234425,,STELIO DARCI CERQUEIRA DE ALBUQUERQUE
00.196-6,001966,1937-12-03,Centro,56640,,Alagoas Cartorio 6º Oficio,MACEIO,alagoascartorio@outlook.com,"Rua Dr. Pedro Monteiro, 225.",,MACEIO,1,0,AL,12517207000117,2147483647,6404,Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8232219061,,JOSE ROBERTO MARTINS BARBOSA
00.402-8,004028,1961-07-21,PONTA GROSSA,57017065,,SEXTO OFICIO DE REGISTRO CIVIL E NOTAS DE MACEIO - AL,MACEIO,sextorgcivil.al@hotmail.com,"PRAÇA SANTO ANTONIO, 13",,MACEIO,1,0,AL,09211224000117,2147483647,6409,Notas -> Registro Civil das Pessoas Naturais,Maceió,1695,PROVIDO,Alagoas,14,AL,8232235131,,MARIA ROSINETE RODRIGUES REMIGIO DE OLIVEIRA
00.281-6,002816,1888-10-11,CENTRO,57020250,,CARTORIO DO REGISTRO CIVIL DE NASCIMENTO E OBITOS DO 1 DISTRO DE MACEIO,1º,rcpnenotas1distrito@gmail.com,"RUA DIAS CABRAL, 199",,MACEIO,1,0,AL,09219432000162,,6451,Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas -> Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8232211838,,FRANCISCO DE ASSIS FIGUEIREDO BARBOSA
00.227-9,002279,1905-01-17,BEBEDOURO,57018095,,CARTORIO DE REGISTRO CIVIL DE PESSOAS NATURAIS DO 3 DISTRITO,3º DISTRITO,cartoriobebedouro3712@ig.com.br,"RUA CONEGO COSTA, 3712",,MACEIO,1,0,AL,09219240000156,,6501,Notas -> Registro Civil das Pessoas Naturais,Maceió,1695,VAGO,Alagoas,14,AL,8232411241,,ADRIANA COSTA MOREIRA DA SILVA
00.287-3,002873,1890-05-20,CENTRO,57020670,,CARTORIO DO REGISTRO CIVIL DOS CASAMENTOS E DAS CAUSAS MATRIMONIAIS,PRIMEIRO,cassianobarros.oficial@hotmail.com,"RUA DO IMPERADOR, 233",,MACEIO,1,0,AL,09218027000120,,6630,Registro Civil das Pessoas Naturais -> Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8232219618,8233177866,SEBASTIÃO CASSIANO BARROS
00.255-0,002550,1876-07-28,Ipioca,57039700,,Cartório do 4º Distrito de Floriano Peixoto,Floriano Peixoto,crys_edy@hotmail.com,Av Gunther Frans Oliveira,,MACEIO,1,0,AL,09222602000168,2147483647,6720,Notas -> Registro Civil das Pessoas Naturais,Maceió,1695,PROVIDO,Alagoas,14,AL,8232342477,,LéA MARIA BARBOSA DA SILVA
00.284-0,002840,1925-07-08,Tabuleiro do Martins,57061140,,CARTORIO DO REGISTRO CIVIL E NOTAS DO 5º DISTRITO DE MACEIÓ,5º Distrito,registrotabuleiro@hotmail.com,"Rua 7 de setembro, 166",Fernão Velho,MACEIO,1,0,AL,09222808000198,8233243617,7236,Registro Civil das Pessoas Naturais -> Notas,Maceió,1695,PROVIDO,Alagoas,14,AL,8233243617,,NALCY BASTOS DA ROCHA
14.955-0,149550,1994-06-23,Benedito Bentes,57085160,Galeria 06,Cartório de Registro Cívil de pessoas naturais do Distrito de Benedito Bentes,,bbentes7registrosenotas@gmail.com,"Avenida Antônio Lisboa de Amorim, 220",,MACEIO,1,0,AL,23318813000120,,15084,Notas -> Registro Civil das Pessoas Naturais,Maceió,1695,VAGO,Alagoas,14,AL,8234366696,8299487345,JOSÉ ARNALDO COSTA DE MORAES
11.049-4,110494,2007-03-27,Centro,49010390,,CARTÓRIO DO 8º OFÍCIO DA COMARCA DE ARACAJU,,extra.8aracaju@tjse.jus.br,"Rua Lagarto, esquinha com Avenida Barão de Maruim, nº 1.332",,ARACAJU,1,0,SE,08806276000173,7932143397,616,Registro Civil das Pessoas Naturais -> Notas,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932143397,,DANIEL PIERETE
10.987-6,109876,1865-01-01,Centro,49010000,,CARTORIO DO 5º OFÍCIO DA COMARCA DE ARACAJU,,quintooficio@quintooficio.com.br,"Rua Laranjeiras, 47",,ARACAJU,1,0,SE,13176722000143,7932142522,1085,Notas -> Protesto de Títulos -> Registro de Imóveis,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932140167,7932145899,JOSÉ CARLOS MAYNART GARCEZ VIEIRA
11.007-2,110072,1989-09-20,Santos Dumont,49087610,,CARTÓRIO DO 15º OFÍCIO DA COMARCA DE ARACAJU,,candidalb@tjse.jus.br,"Rua Serafim Bomfim, nº 440",,ARACAJU,1,1,SE,13166970000103,2147483647,1158,Registro Civil das Pessoas Naturais,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932263801,,CâNDIDA LUZIA SANTIAGO COSTA BARRETO DE PAULA
11.047-8,110478,1926-12-22,SALGADO FILHO,49020210,,CARTÓRIO DO 4º OFÍCIO DA COMARCA DE ARACAJU,,extra.4aracaju@tjse.jus.br,"AVENIDA ACRÍSIO CRUZ, Nº 567",,ARACAJU,1,0,SE,13176714000105,,2332,Notas -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas,Aracaju,1753,CONVERSÃO EM DILIGÊNCIA,Sergipe,15,SE,7930212385,,KATIANE MARIA GRAÇA SANTOS
11.006-4,110064,1985-09-30,Dezoito do Forte,49070460,Foruns Integradas II,CARTÓRIO DO 12º OFÍCIO DA COMARCA DE ARACAJU,ARACAJU,milena@tjse.jus.br,"Av. Juscelino Kubitscheck, s/n",ARACAJU,ARACAJU,1,1,SE,13166970000103,2147483647,2591,Registro Civil das Pessoas Naturais,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932345431,,TEREZINHA GONÇALVES
10.973-6,109736,1985-09-27,Santa Maria,49044090,,CARTÓRIO DO 13º OFÍCIO DA COMARCA DE ARACAJU,,extra.13aracaju@tjse.jus.br,"Rua Alexandre Alcino, s/n",,ARACAJU,1,1,SE,13166970000103,,2736,Registro Civil das Pessoas Naturais,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932438800,,ANTONIO ÁGUIDO DE LIMA
11.074-2,110742,1876-03-15,CENTRO,49010170,,CARTORIO DO 6º OFÍCIO DA COMARCA DE ARACAJU,,extra.6aracaju@tjse.jus.br,"RUA ITABAIANA, nº 177",,ARACAJU,1,0,SE,13176730000190,2147483647,3172,Notas -> Registro de Imóveis -> Registro Civil das Pessoas Naturais,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932118744,7932137644,LEÔNIA GAMA DE OLIVEIRA
11.048-6,110486,1998-07-28,CENTRO,49010170,,CARTÓRIO DO 7º OFÍCIO DA COMARCA DE ARACAJU,,cartorio7oficio@veloxmail.com.br,"RUA ITABAIANA, 106",,ARACAJU,1,0,SE,13176748000191,2147483647,3716,Registro Civil das Pessoas Naturais -> Notas,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932142243,,ENILENE MARIA LIMA BEZERRA
11.019-7,110197,1956-10-01,Centro,49010000,,CARTÓRIO DO 1º OFÍCIO DA COMARCA DE ARACAJU,Aracaju,extra.1aracaju@tjse.jus.br,"Rua Laranjeiras, 77",,ARACAJU,1,0,SE,13176680000140,7932145280,3873,Notas -> Registro de Imóveis,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932145354,,LUIZ DE SANTANA
10.993-4,109934,1913-10-31,Centro,49010370,,CARTÓRIO DO 10º OFÍCIO DA COMARCA DE ARACAJU,,cartorio10oficio@yahoo.com.br,"Rua Capela, 55",,ARACAJU,1,0,SE,13352729000179,,4039,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932144818,,VANIA ELISA DE CARVALHO PAIXãO SANTOS
10.989-2,109892,1916-01-02,Treze de Julho,49020010,,CARTÓRIO DO 3º OFÍCIO DA COMARCA DE ARACAJU,,cartorio@terceirooficio.com.br,"Avenida Beira Mar, nº 1200",,ARACAJU,1,0,SE,13176706000150,7932160103,4863,Notas -> Protesto de Títulos,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932160103,79996763525,ANA MARIA SOARES DE ABREU
11.005-6,110056,1946-02-16,SANTO ANTONIO,49060150,SALA 01,CARTORIO DO 11° OFICIO DA COMARCA DE ARACAJU,,11oficio@11oficio.com.br,"Rua Dom Quirino, 201",,ARACAJU,1,0,SE,08806165000167,,7987,Registro de Imóveis,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932151277,7930854170,ESTELITA NUNES DE OLIVEIRA
10.988-4,109884,1981-01-29,CENTRO,49010100,,CARTORIO DO 2º OFICIO DA COMARCA DE ARACAJU,,contato@segundoficio.com.br,"TRAV. BENJAMIM CONSTANT, Nº 68",,ARACAJU,1,0,SE,13176698000142,2147483647,8439,Registro de Distribuição -> Notas -> Registro Civil das Pessoas Naturais,Aracaju,1753,PROVIDO,Sergipe,15,SE,7932141326,,MARIA DOLORES OLIVA SIMOES DA FONSECA
11.063-5,110635,1986-01-29,Inácio Barbosa,49040740,,CARTÓRIO DO 14º OFÍCIO DA COMARCA DE ARACAJU,,extra.14aracaju@tjse.jus.br,"Rua Paulo Henrique Machado Pimentel,nº170",,ARACAJU,1,1,SE,13166970000103,,11760,Registro Civil das Pessoas Naturais,Aracaju,1753,CONVERSÃO EM DILIGÊNCIA,Sergipe,15,SE,7932345519,,CLAUDINEIRE FREITAS DE MELO
01.527-1,015271,1903-07-27,Comércio,40010020,SALA 502,Tabelionato do 1º Ofício de Notas,SALVADOR,jadantas@tj.ba.gov.br,"Avenida Estados Unidos, 376, Edifício União, 5º andar",PILAR,SALVADOR,1,1,BA,13477112000180,0,1926,Notas,Salvador,2161,PROVIDO,Bahia,16,BA,7132410546,,JOSÉ ANTONIO DRUMMOND DANTAS
00.995-1,009951,1913-04-13,COMÉRCIO,40010020,,CARTORIO DO REGISTRO CIVIL DO PAÇO,PAÇO,msibonfim@tj.ba.gov.br,"AV. ESTADOS UNIDOS, 376, EDF. UNIÃO, 6º ANDAR",PAÇO,SALVADOR,1,1,BA,13100722000160,,2073,Registro Civil das Pessoas Naturais,Salvador,2161,PROVIDO,Bahia,16,BA,7132436533,,MARILENE SILVA BOMFIM
01.290-6,012906,1923-02-04,Praia  Grande,40720710,,Registro Civil Subdistrito de Periperi,Salvador,abrunelli@tjba.jus.br,"Rua Carlos Lacerda, nº20",Periperi,SALVADOR,1,1,BA,13100722000160,2147483647,2203,Registro Civil das Pessoas Naturais,Salvador,2161,VAGO,Bahia,16,BA,7133974467,,ADILSON BRUNELLI OLIVEIRA
